               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  67,            0.029256,           0.0072849,           0.0052074,              0.9535,             0.92133,             0.96755,             0.66052,            0.028501,           0.0084855,           0.0072541,            0.006733,            0.006733,            0.006733
                  68,            0.029077,           0.0073912,           0.0051155,             0.93896,             0.93338,             0.96761,             0.66047,            0.028489,           0.0084789,           0.0072497,           0.0066835,           0.0066835,           0.0066835
                  69,            0.029025,            0.007338,           0.0053064,             0.94148,             0.93161,             0.96785,             0.65942,            0.028493,           0.0084782,           0.0072193,            0.006634,            0.006634,            0.006634
                  70,            0.029097,           0.0074669,           0.0051493,             0.95519,             0.92124,             0.96838,             0.66074,            0.028458,           0.0084768,           0.0071733,           0.0065845,           0.0065845,           0.0065845
                  71,            0.028846,           0.0072417,            0.004983,              0.9549,             0.92234,             0.96875,             0.66074,            0.028442,           0.0084786,           0.0071579,            0.006535,            0.006535,            0.006535
                  72,            0.028985,           0.0072598,           0.0051028,             0.95013,             0.92801,             0.96901,             0.66121,            0.028438,           0.0084773,           0.0071263,           0.0064855,           0.0064855,           0.0064855
                  73,            0.028849,           0.0072506,           0.0049628,             0.95008,             0.92849,             0.96896,             0.66091,            0.028434,           0.0084788,           0.0071022,            0.006436,            0.006436,            0.006436
                  74,            0.028809,           0.0073069,           0.0049997,             0.95345,              0.9256,             0.96918,             0.66059,            0.028441,           0.0084795,           0.0071095,           0.0063865,           0.0063865,           0.0063865
                  75,            0.028702,            0.007229,           0.0051295,             0.95188,             0.92689,             0.96911,             0.66043,            0.028433,           0.0084762,           0.0070813,            0.006337,            0.006337,            0.006337
                  76,            0.028442,           0.0073125,           0.0049043,             0.95213,             0.92714,             0.96895,             0.65956,            0.028427,           0.0084739,           0.0070639,           0.0062875,           0.0062875,           0.0062875
                  77,            0.028619,           0.0072458,           0.0050384,             0.95302,             0.92657,             0.96877,             0.66013,            0.028414,           0.0084717,           0.0070346,            0.006238,            0.006238,            0.006238
                  78,            0.028719,           0.0073025,           0.0050272,             0.95288,             0.92712,              0.9685,             0.66146,            0.028405,           0.0084715,           0.0070415,           0.0061885,           0.0061885,           0.0061885
                  79,            0.028622,           0.0073113,           0.0048863,             0.95156,             0.92639,             0.96836,             0.66122,              0.0284,           0.0084664,           0.0070663,            0.006139,            0.006139,            0.006139
                  80,            0.028491,           0.0073669,           0.0048237,             0.95051,             0.92616,             0.96809,             0.66145,            0.028399,           0.0084632,           0.0070829,           0.0060895,           0.0060895,           0.0060895
                  81,            0.028434,           0.0071865,           0.0048274,             0.94954,              0.9282,             0.96813,             0.66143,            0.028395,           0.0084601,           0.0070802,             0.00604,             0.00604,             0.00604
                  82,            0.028479,           0.0072725,           0.0048277,             0.95089,             0.92893,             0.96831,             0.66205,            0.028396,           0.0084557,           0.0070827,           0.0059905,           0.0059905,           0.0059905
                  83,            0.028484,           0.0072317,           0.0049211,             0.95067,             0.92906,             0.96842,             0.66238,            0.028388,           0.0084499,           0.0070741,            0.005941,            0.005941,            0.005941
                  84,            0.028232,           0.0074147,           0.0046895,             0.94562,             0.93341,             0.96854,             0.66157,            0.028383,           0.0084489,           0.0070629,           0.0058915,           0.0058915,           0.0058915
                  85,            0.028382,           0.0072166,           0.0047444,             0.94551,             0.93324,             0.96857,             0.66101,            0.028374,           0.0084474,           0.0070589,            0.005842,            0.005842,            0.005842
                  86,            0.028036,           0.0072912,           0.0045502,             0.94714,             0.93067,              0.9689,             0.66167,            0.028358,           0.0084444,           0.0070537,           0.0057925,           0.0057925,           0.0057925
                  87,            0.028138,           0.0073037,           0.0047706,             0.94969,             0.93006,             0.96913,             0.66197,            0.028351,           0.0084419,           0.0070427,            0.005743,            0.005743,            0.005743
                  88,             0.02819,           0.0072613,           0.0048341,              0.9497,             0.92986,             0.96917,             0.66198,            0.028339,           0.0084389,           0.0070338,           0.0056935,           0.0056935,           0.0056935
                  89,            0.027974,           0.0072299,           0.0046195,             0.95002,             0.92847,             0.96913,             0.66256,            0.028323,           0.0084372,           0.0070377,            0.005644,            0.005644,            0.005644
                  90,            0.028033,           0.0072731,           0.0046984,             0.94384,             0.93417,             0.96906,             0.66246,            0.028312,           0.0084351,           0.0070355,           0.0055945,           0.0055945,           0.0055945
                  91,            0.027979,           0.0072713,           0.0044713,              0.9435,              0.9342,             0.96903,             0.66266,            0.028305,           0.0084341,            0.007044,            0.005545,            0.005545,            0.005545
                  92,            0.027979,           0.0072906,           0.0044943,             0.94733,              0.9311,             0.96906,             0.66341,            0.028302,           0.0084327,            0.007049,           0.0054955,           0.0054955,           0.0054955
                  93,            0.027993,           0.0071618,           0.0045916,              0.9445,              0.9336,             0.96897,             0.66263,            0.028295,           0.0084319,           0.0070593,            0.005446,            0.005446,            0.005446
                  94,            0.027964,           0.0072301,           0.0045558,             0.94594,             0.93243,             0.96898,             0.66226,            0.028292,           0.0084326,           0.0070523,           0.0053965,           0.0053965,           0.0053965
                  95,             0.02779,           0.0071841,           0.0044135,             0.94517,             0.93373,             0.96895,             0.66298,            0.028282,           0.0084326,           0.0070494,            0.005347,            0.005347,            0.005347
                  96,            0.027797,            0.007195,           0.0043556,              0.9462,             0.93253,             0.96878,             0.66353,            0.028282,           0.0084326,           0.0070509,           0.0052975,           0.0052975,           0.0052975
                  97,            0.027725,           0.0072029,            0.004471,             0.94518,              0.9336,             0.96863,             0.66278,             0.02828,           0.0084325,           0.0070672,            0.005248,            0.005248,            0.005248
                  98,            0.027671,           0.0071781,           0.0046567,             0.94606,             0.93275,             0.96859,             0.66247,            0.028279,           0.0084311,           0.0070704,           0.0051985,           0.0051985,           0.0051985
                  99,            0.027742,           0.0072039,           0.0044085,             0.94552,             0.93355,             0.96849,             0.66204,            0.028278,           0.0084305,           0.0070741,            0.005149,            0.005149,            0.005149
                 100,            0.027697,           0.0071367,           0.0042949,               0.946,             0.93346,             0.96856,             0.66294,            0.028276,            0.008431,           0.0070698,           0.0050995,           0.0050995,           0.0050995
                 101,            0.027627,           0.0070724,           0.0043303,             0.94603,             0.93338,             0.96846,             0.66327,            0.028277,           0.0084306,           0.0070804,             0.00505,             0.00505,             0.00505
                 102,             0.02738,           0.0071024,           0.0043059,             0.94551,             0.93336,             0.96852,             0.66374,            0.028277,           0.0084299,           0.0070875,           0.0050005,           0.0050005,           0.0050005
                 103,            0.027496,           0.0070736,           0.0043114,             0.93942,             0.93922,             0.96839,             0.66352,            0.028275,           0.0084314,           0.0070903,            0.004951,            0.004951,            0.004951
                 104,            0.027493,           0.0069705,           0.0042375,             0.93949,             0.93903,              0.9684,             0.66339,             0.02827,           0.0084304,           0.0070924,           0.0049015,           0.0049015,           0.0049015
                 105,            0.027523,           0.0070947,           0.0043391,             0.95141,             0.92759,             0.96828,             0.66328,             0.02827,           0.0084312,           0.0070953,            0.004852,            0.004852,            0.004852
                 106,            0.027432,           0.0070865,           0.0043103,             0.95294,             0.92743,             0.96829,             0.66308,            0.028265,           0.0084305,           0.0070876,           0.0048025,           0.0048025,           0.0048025
                 107,            0.027246,           0.0069889,           0.0042129,              0.9507,             0.92943,             0.96822,             0.66267,            0.028262,           0.0084291,           0.0070914,            0.004753,            0.004753,            0.004753
                 108,            0.027198,           0.0070734,           0.0042708,             0.95179,             0.92907,             0.96823,             0.66274,            0.028261,            0.008429,           0.0070963,           0.0047035,           0.0047035,           0.0047035
                 109,            0.027205,           0.0070496,           0.0041877,             0.95223,             0.92874,             0.96817,             0.66273,            0.028254,           0.0084274,           0.0070976,            0.004654,            0.004654,            0.004654
                 110,            0.027046,           0.0071462,           0.0040177,             0.95227,             0.92869,             0.96809,             0.66196,            0.028246,           0.0084248,           0.0070959,           0.0046045,           0.0046045,           0.0046045
                 111,            0.027146,           0.0069191,           0.0041187,             0.94691,             0.93422,             0.96803,             0.66182,             0.02824,           0.0084254,           0.0070802,            0.004555,            0.004555,            0.004555
                 112,            0.026955,           0.0069576,           0.0040425,              0.9474,             0.93424,             0.96809,              0.6632,            0.028236,           0.0084259,           0.0070723,           0.0045055,           0.0045055,           0.0045055
                 113,            0.026954,           0.0071469,            0.004133,             0.94709,             0.93545,              0.9681,              0.6632,            0.028232,           0.0084253,            0.007069,            0.004456,            0.004456,            0.004456
                 114,            0.026877,           0.0070393,           0.0040542,             0.95173,              0.9328,             0.96823,             0.66352,            0.028226,           0.0084245,           0.0070708,           0.0044065,           0.0044065,           0.0044065
                 115,             0.02675,           0.0071068,           0.0038865,             0.95213,             0.93261,             0.96822,             0.66369,            0.028221,           0.0084235,            0.007069,            0.004357,            0.004357,            0.004357
                 116,            0.026753,           0.0070211,           0.0038964,             0.95219,             0.93374,             0.96827,             0.66408,            0.028215,           0.0084223,           0.0070636,           0.0043075,           0.0043075,           0.0043075
                 117,            0.026717,           0.0069856,           0.0038384,             0.95204,             0.93403,              0.9683,             0.66448,            0.028211,           0.0084214,            0.007062,            0.004258,            0.004258,            0.004258
                 118,            0.026838,           0.0071217,           0.0040053,             0.95194,             0.93405,             0.96831,             0.66463,            0.028203,           0.0084195,           0.0070652,           0.0042085,           0.0042085,           0.0042085
                 119,            0.026525,           0.0069519,           0.0037517,             0.95182,             0.93413,             0.96845,             0.66438,              0.0282,           0.0084166,            0.007068,            0.004159,            0.004159,            0.004159
                 120,            0.026658,           0.0069277,           0.0038877,             0.95188,             0.93411,              0.9685,             0.66509,            0.028192,           0.0084174,           0.0070668,           0.0041095,           0.0041095,           0.0041095
                 121,             0.02661,           0.0070218,            0.003985,              0.9518,             0.93418,             0.96857,             0.66516,            0.028186,           0.0084165,            0.007071,             0.00406,             0.00406,             0.00406
                 122,            0.026599,            0.006941,           0.0036946,             0.95204,             0.93417,              0.9686,             0.66483,            0.028181,           0.0084154,            0.007068,           0.0040105,           0.0040105,           0.0040105
                 123,            0.026598,           0.0069774,           0.0038841,             0.95267,              0.9337,             0.96862,             0.66611,            0.028178,           0.0084136,           0.0070694,            0.003961,            0.003961,            0.003961
